title,company,post_date,date_found,url,platform
General Application,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/general-application-at-withme-inc-4120605170?position=5&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=4bnE3lBNALgM3Wks9rJ4Hg%3D%3D,LinkedIn
Web Designer,World Headquarters,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/web-designer-at-world-headquarters-4121508779?position=6&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=rjT7BR2m%2FZUz8GZdy8p1gQ%3D%3D,LinkedIn
Graphic Designer,OMI Industries,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/graphic-designer-at-omi-industries-4120959524?position=7&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=I%2FkU7F4IPz9JMveBDMLzhA%3D%3D,LinkedIn
"Part-time sitter vacancy for two middle schoolers and a dog near Chicago, IL",Wyndy,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/part-time-sitter-vacancy-for-two-middle-schoolers-and-a-dog-near-chicago-il-at-wyndy-4121128918?position=8&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=3hnW1Tclei9a3PnjXgQ6jw%3D%3D,LinkedIn
Director of Quality,Pregis,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/director-of-quality-at-pregis-4121290272?position=14&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=GTNS12%2B3rT0V45clmYxo5A%3D%3D,LinkedIn
Business Development Sales Executive - Hospitality,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/business-development-sales-executive-hospitality-at-withme-inc-4120602555?position=18&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=YA5jFSuuMfP2LCPBpHg9DQ%3D%3D,LinkedIn
Product Marketing Manager,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-marketing-manager-at-withme-inc-4120298967?position=19&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=Kz%2BW9P5Lh55ucKhsp2JOVw%3D%3D,LinkedIn
Executive Assistant,Sourcebooks,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/executive-assistant-at-sourcebooks-4120604397?position=20&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=C1ZkO%2B5BkSvBoOtoZD61cw%3D%3D,LinkedIn
Verification Specialist:  Internationally-Based Remote: (1099 Independent Contractor),KENTECH,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/verification-specialist-internationally-based-remote-1099-independent-contractor-at-kentech-4120665796?position=21&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=0dv3bvhJqAKqEFXo%2FyrX7A%3D%3D,LinkedIn
Guest Experience Specialist,MUSEUM OF ICE CREAM,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/guest-experience-specialist-at-museum-of-ice-cream-4121500794?position=30&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=HZ8rA%2FMEVVskAYebxmiHGw%3D%3D,LinkedIn
Online Digital Marketing Specialist,Erika4Travel,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/online-digital-marketing-specialist-at-erika4travel-4121139045?position=34&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=zk50%2F9BjSqrW0p3SBCr8sg%3D%3D,LinkedIn
Client Experience Specialist,Travel by Tilly,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/client-experience-specialist-at-travel-by-tilly-4121137820?position=38&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=Hk12ElcSm3ewnXrGyw3L8A%3D%3D,LinkedIn
Product Manager,"Ulbrich Stainless Steels & Special Metals, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-manager-at-ulbrich-stainless-steels-special-metals-inc-4121282013?position=40&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=hMZqACT%2FKZWdkxxN8WuidA%3D%3D,LinkedIn
"Practice Director, Workplace Wellness",NAMI Chicago,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/practice-director-workplace-wellness-at-nami-chicago-4120610110?position=41&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=aJ%2Fe3fjIG5Tskgl3PGN9MA%3D%3D,LinkedIn
Environmental Field Inspector,We Inspect,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/environmental-field-inspector-at-we-inspect-4120605298?position=42&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=HDxYlVg0308LVAnbvaTnEg%3D%3D,LinkedIn
"Program Director, Primary Care Operations",Northwestern Medicine,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/program-director-primary-care-operations-at-northwestern-medicine-4120670107?position=43&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=09vqayLp6X%2BPGyYquJirZw%3D%3D,LinkedIn
Chief Revenue Officer,Lumata Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/chief-revenue-officer-at-lumata-health-4121209704?position=47&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=KdN9Ku2JhK5USUzyC%2FuJZg%3D%3D,LinkedIn
Accountant - Full Time Remote,SA Nurses Home Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/accountant-full-time-remote-at-sa-nurses-home-health-4121151686?position=49&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=mDcgb80IFIJKzrmV78NrZA%3D%3D,LinkedIn
Marketing Manager,Lumata Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/marketing-manager-at-lumata-health-4121190999?position=52&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=YwaFNHSGDmOs7hNLNpct1A%3D%3D,LinkedIn
Consumer Insights Analyst - Food and Drink,Mintel,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/consumer-insights-analyst-food-and-drink-at-mintel-4121257722?position=53&pageNum=0&refId=%2BKLbISHhzYxW%2FM2eEz6bVg%3D%3D&trackingId=xMaUnFcwsS5gNxDA9VODvQ%3D%3D,LinkedIn
