title,company,post_date,date_found,url,platform,location
Chief Revenue Officer,Lumata Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/chief-revenue-officer-at-lumata-health-4121209704?position=60&pageNum=0&refId=aCsnjkERIIm37OCTozzprA%3D%3D&trackingId=rWWXEob0CsmgtdPxnygaFw%3D%3D,LinkedIn,"Elk Grove Village, IL"
SMB Account Executive - Talent & Learning,LinkedIn,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/smb-account-executive-talent-learning-at-linkedin-4121271544?position=3&pageNum=0&refId=39dnokfKRGZ4xK0qW6MmTA%3D%3D&trackingId=D8YMeH379Z1rKF%2F7IWViHg%3D%3D,LinkedIn,"Chicago, IL"
"Part-time sitter vacancy for two middle schoolers and a dog near Chicago, IL",Wyndy,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/part-time-sitter-vacancy-for-two-middle-schoolers-and-a-dog-near-chicago-il-at-wyndy-4121128918?position=4&pageNum=0&refId=39dnokfKRGZ4xK0qW6MmTA%3D%3D&trackingId=D0DQ5jotLTwABKLIJuN09A%3D%3D,LinkedIn,"Chicago, IL"
SVP of Sales,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/svp-of-sales-at-withme-inc-4120602563?position=7&pageNum=0&refId=39dnokfKRGZ4xK0qW6MmTA%3D%3D&trackingId=oNLatUhE23WHJYPn7p6rhQ%3D%3D,LinkedIn,"Chicago, IL"
Web Designer,World Headquarters,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/web-designer-at-world-headquarters-4121508779?position=9&pageNum=0&refId=39dnokfKRGZ4xK0qW6MmTA%3D%3D&trackingId=I%2FE6GgNyZ5UWhjXg3KyIow%3D%3D,LinkedIn,"Chicago, IL"
Guest Experience Specialist,MUSEUM OF ICE CREAM,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/guest-experience-specialist-at-museum-of-ice-cream-4121500794?position=13&pageNum=0&refId=39dnokfKRGZ4xK0qW6MmTA%3D%3D&trackingId=15fCd0mk5aK9VBiouUru9g%3D%3D,LinkedIn,"Chicago, IL"
Online Digital Marketing Specialist,Erika4Travel,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/online-digital-marketing-specialist-at-erika4travel-4121139045?position=16&pageNum=0&refId=39dnokfKRGZ4xK0qW6MmTA%3D%3D&trackingId=m%2BrdfI5%2BLmUmv3RWvyDDhw%3D%3D,LinkedIn,"Illinois, United States"
Work From Home/Cruise & Hotel Reservationist Assistant (Entry Level),Heart & Sail Tours,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/work-from-home-cruise-hotel-reservationist-assistant-entry-level-at-heart-sail-tours-4120671003?position=19&pageNum=0&refId=39dnokfKRGZ4xK0qW6MmTA%3D%3D&trackingId=%2FJ0OEa1zDOFOTmnnVaWP7Q%3D%3D,LinkedIn,"Illinois, United States"
Verification Specialist:  Internationally-Based Remote: (1099 Independent Contractor),KENTECH,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/verification-specialist-internationally-based-remote-1099-independent-contractor-at-kentech-4120665796?position=26&pageNum=0&refId=39dnokfKRGZ4xK0qW6MmTA%3D%3D&trackingId=Ioo6Yo9vpiQfvhIDTnmlHw%3D%3D,LinkedIn,"Chicago, IL"
Marketing Manager,Lumata Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/marketing-manager-at-lumata-health-4121190999?position=32&pageNum=0&refId=39dnokfKRGZ4xK0qW6MmTA%3D%3D&trackingId=6RM2%2BAUe3%2FXpowvgInX3RA%3D%3D,LinkedIn,"Elk Grove Village, IL"
Environmental Field Inspector,We Inspect,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/environmental-field-inspector-at-we-inspect-4120605298?position=33&pageNum=0&refId=39dnokfKRGZ4xK0qW6MmTA%3D%3D&trackingId=Wdz3odJbF7Bnlnl81ofeBA%3D%3D,LinkedIn,"Chicago, IL"
Product Marketing Manager,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-marketing-manager-at-withme-inc-4120298967?position=35&pageNum=0&refId=39dnokfKRGZ4xK0qW6MmTA%3D%3D&trackingId=QTPfh14p8%2BWhAkex7g3%2FsA%3D%3D,LinkedIn,"Chicago, IL"
General Application,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/general-application-at-withme-inc-4120605170?position=36&pageNum=0&refId=39dnokfKRGZ4xK0qW6MmTA%3D%3D&trackingId=bAiSiL3VqCZ5gnJIoFDQ4g%3D%3D,LinkedIn,"Chicago, IL"
Business Development Sales Executive - Hospitality,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/business-development-sales-executive-hospitality-at-withme-inc-4120602555?position=43&pageNum=0&refId=39dnokfKRGZ4xK0qW6MmTA%3D%3D&trackingId=DTbUjrx2gMQNQGWy9XPNOg%3D%3D,LinkedIn,"Chicago, IL"
Executive Assistant,Sourcebooks,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/executive-assistant-at-sourcebooks-4120604397?position=44&pageNum=0&refId=39dnokfKRGZ4xK0qW6MmTA%3D%3D&trackingId=muh9gR5ZxkaR%2BWVTdCnejg%3D%3D,LinkedIn,"Naperville, IL"
Product Manager,"Ulbrich Stainless Steels & Special Metals, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-manager-at-ulbrich-stainless-steels-special-metals-inc-4121282013?position=53&pageNum=0&refId=39dnokfKRGZ4xK0qW6MmTA%3D%3D&trackingId=onG7GsNf1RYSo3IJ9Lhuxw%3D%3D,LinkedIn,"Alsip, IL"
SMB Account Executive - Talent & Learning,LinkedIn,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/smb-account-executive-talent-learning-at-linkedin-4121271544?position=3&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=Klg%2BnRtBa9VG0w3imgpmJQ%3D%3D,LinkedIn,"Chicago, IL"
Graphic Designer,OMI Industries,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/graphic-designer-at-omi-industries-4120959524?position=4&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=TkGvezYw0j3l%2F7geSikGug%3D%3D,LinkedIn,"Palatine, IL"
SVP of Sales,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/svp-of-sales-at-withme-inc-4120602563?position=8&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=CVpCMJDzFZjW7U83CvINAg%3D%3D,LinkedIn,"Chicago, IL"
Web Designer,World Headquarters,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/web-designer-at-world-headquarters-4121508779?position=10&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=xX%2BphPz87YWOcaARGbhY9A%3D%3D,LinkedIn,"Chicago, IL"
Guest Experience Specialist,MUSEUM OF ICE CREAM,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/guest-experience-specialist-at-museum-of-ice-cream-4121500794?position=15&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=UJua%2B0KfO9at85RAI%2BdqgA%3D%3D,LinkedIn,"Chicago, IL"
Online Digital Marketing Specialist,Erika4Travel,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/online-digital-marketing-specialist-at-erika4travel-4121139045?position=20&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=iNamOzFLHKdbCdhkDEG37Q%3D%3D,LinkedIn,"Illinois, United States"
Crew - All Shifts,The Wendy's Company,2025-01-08,2025-01-10,https://www.linkedin.com/jobs/view/crew-all-shifts-at-the-wendy-s-company-4121501792?position=24&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=0r5b8bFOXft2atLmtygZrw%3D%3D,LinkedIn,"Schaumburg, IL"
Verification Specialist:  Internationally-Based Remote: (1099 Independent Contractor),KENTECH,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/verification-specialist-internationally-based-remote-1099-independent-contractor-at-kentech-4120665796?position=30&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=tYGhXSUl5O0eltNbf7RO2A%3D%3D,LinkedIn,"Chicago, IL"
Marketing Manager,Lumata Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/marketing-manager-at-lumata-health-4121190999?position=36&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=rGSq7nBzLmRyljl%2FsMtT7g%3D%3D,LinkedIn,"Elk Grove Village, IL"
Environmental Field Inspector,We Inspect,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/environmental-field-inspector-at-we-inspect-4120605298?position=37&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=MFSVyd0pIfH9Gt9WBGw0qQ%3D%3D,LinkedIn,"Chicago, IL"
Product Marketing Manager,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-marketing-manager-at-withme-inc-4120298967?position=40&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=usXd23ejh913BzlXnUwGYg%3D%3D,LinkedIn,"Chicago, IL"
General Application,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/general-application-at-withme-inc-4120605170?position=41&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=w5S%2FkgL1dVqCcBnW461xjw%3D%3D,LinkedIn,"Chicago, IL"
Business Development Sales Executive - Hospitality,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/business-development-sales-executive-hospitality-at-withme-inc-4120602555?position=48&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=V7IY%2B5woslk0RRpGF8Jtcw%3D%3D,LinkedIn,"Chicago, IL"
Executive Assistant,Sourcebooks,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/executive-assistant-at-sourcebooks-4120604397?position=49&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=HRJ9r5FZuP99TfzUQ5pB1g%3D%3D,LinkedIn,"Naperville, IL"
Part-Time Focus Group Participant $75 - $150 (per 1 hour session),Apex Focus Group,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/part-time-focus-group-participant-%2475-%24150-per-1-hour-session-at-apex-focus-group-4120642854?position=50&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=0pZe4H2LhozXi3m1cT6FtQ%3D%3D,LinkedIn,"Chicago, IL"
Product Manager,"Ulbrich Stainless Steels & Special Metals, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-manager-at-ulbrich-stainless-steels-special-metals-inc-4121282013?position=58&pageNum=0&refId=R6niN6cUUxf%2FEuBbL%2Fqe4Q%3D%3D&trackingId=emCmj4tmR7THfs8pNiEoPQ%3D%3D,LinkedIn,"Alsip, IL"
SMB Account Executive - Talent & Learning,LinkedIn,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/smb-account-executive-talent-learning-at-linkedin-4121271544?position=3&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=SN%2Fph8etSSqjp6MJ6Ti2cg%3D%3D,LinkedIn,"Chicago, IL"
Graphic Designer,OMI Industries,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/graphic-designer-at-omi-industries-4120959524?position=4&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=Elk2xBvVsdbo1S%2FYRRxLag%3D%3D,LinkedIn,"Palatine, IL"
"Part-time sitter vacancy for two middle schoolers and a dog near Chicago, IL",Wyndy,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/part-time-sitter-vacancy-for-two-middle-schoolers-and-a-dog-near-chicago-il-at-wyndy-4121128918?position=5&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=EVXOxxBOWQIYUtLlKpW0LQ%3D%3D,LinkedIn,"Chicago, IL"
SVP of Sales,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/svp-of-sales-at-withme-inc-4120602563?position=8&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=yJ9%2BkgkANpgCNPjt8t6O%2Bw%3D%3D,LinkedIn,"Chicago, IL"
Web Designer,World Headquarters,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/web-designer-at-world-headquarters-4121508779?position=10&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=9upn7wpXtRfxgsLbUD%2BOZA%3D%3D,LinkedIn,"Chicago, IL"
Guest Experience Specialist,MUSEUM OF ICE CREAM,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/guest-experience-specialist-at-museum-of-ice-cream-4121500794?position=14&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=RtNzWYe6WBh%2BITIug6Gfaw%3D%3D,LinkedIn,"Chicago, IL"
Online Digital Marketing Specialist,Erika4Travel,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/online-digital-marketing-specialist-at-erika4travel-4121139045?position=18&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=gIpdCES4PA7t8nM5eDOX7g%3D%3D,LinkedIn,"Illinois, United States"
Work From Home/Cruise & Hotel Reservationist Assistant (Entry Level),Heart & Sail Tours,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/work-from-home-cruise-hotel-reservationist-assistant-entry-level-at-heart-sail-tours-4120671003?position=21&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=E0%2Fez3pWYTwdHj1VNF%2BZOw%3D%3D,LinkedIn,"Illinois, United States"
Verification Specialist:  Internationally-Based Remote: (1099 Independent Contractor),KENTECH,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/verification-specialist-internationally-based-remote-1099-independent-contractor-at-kentech-4120665796?position=28&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=c%2Fm9dujorH2BgUaHn6W7oA%3D%3D,LinkedIn,"Chicago, IL"
Marketing Manager,Lumata Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/marketing-manager-at-lumata-health-4121190999?position=35&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=Q8aAk9bqx0Ge1SR81pTL3A%3D%3D,LinkedIn,"Elk Grove Village, IL"
Environmental Field Inspector,We Inspect,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/environmental-field-inspector-at-we-inspect-4120605298?position=36&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=HMiOR4g1fTXdlhYNB1%2FPdw%3D%3D,LinkedIn,"Chicago, IL"
Product Marketing Manager,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-marketing-manager-at-withme-inc-4120298967?position=38&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=gN91MX6775fRsFmNPZqJhA%3D%3D,LinkedIn,"Chicago, IL"
General Application,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/general-application-at-withme-inc-4120605170?position=39&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=vMX2%2Bsk2qTPZ2FpjI9q5Bw%3D%3D,LinkedIn,"Chicago, IL"
Business Development Sales Executive - Hospitality,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/business-development-sales-executive-hospitality-at-withme-inc-4120602555?position=46&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=jpy8zu8ZgmIYelwFHH%2BPQQ%3D%3D,LinkedIn,"Chicago, IL"
Executive Assistant,Sourcebooks,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/executive-assistant-at-sourcebooks-4120604397?position=47&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=oplHrpOmTtMrfGXePPwS1w%3D%3D,LinkedIn,"Naperville, IL"
Product Manager,"Ulbrich Stainless Steels & Special Metals, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-manager-at-ulbrich-stainless-steels-special-metals-inc-4121282013?position=56&pageNum=0&refId=8acT%2Bch0cUN2NKswxyT8jA%3D%3D&trackingId=Z6Ivz7GE%2BfuX93xEIdKtFQ%3D%3D,LinkedIn,"Alsip, IL"
"Part-time sitter vacancy for two middle schoolers and a dog near Chicago, IL",Wyndy,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/part-time-sitter-vacancy-for-two-middle-schoolers-and-a-dog-near-chicago-il-at-wyndy-4121128918?position=2&pageNum=0&refId=PEYj7dJojYhcFh4Yc4gvow%3D%3D&trackingId=W06708XH8XWRtzEGE44fgA%3D%3D,LinkedIn,"Chicago, IL"
*** ******* ********* - ****** & ********,********,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/smb-account-executive-talent-learning-at-linkedin-4121271544?position=4&pageNum=0&refId=PEYj7dJojYhcFh4Yc4gvow%3D%3D&trackingId=Ob75jBk9iDfEsKL00%2BdX2w%3D%3D,LinkedIn,"*******, **"
******* ********,*** **********,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/graphic-designer-at-omi-industries-4120959524?position=5&pageNum=0&refId=PEYj7dJojYhcFh4Yc4gvow%3D%3D&trackingId=ivZ00nOjEdnFtC68Wzu8fQ%3D%3D,LinkedIn,"********, **"
