title,company,post_date,date_found,url,platform,location
Verification Specialist:  Internationally-Based Remote: (1099 Independent Contractor),KENTECH,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/verification-specialist-internationally-based-remote-1099-independent-contractor-at-kentech-4120665796?position=28&pageNum=0&refId=0eDzCQycRwfelHQ7FXMHAw%3D%3D&trackingId=muLY97gZ0UM%2F9gcxng0LyA%3D%3D,LinkedIn,"Chicago, IL"
Marketing Manager,Lumata Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/marketing-manager-at-lumata-health-4121190999?position=34&pageNum=0&refId=0eDzCQycRwfelHQ7FXMHAw%3D%3D&trackingId=qG83DF3T%2FOMqig9GNqn0MQ%3D%3D,LinkedIn,"Elk Grove Village, IL"
Environmental Field Inspector,We Inspect,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/environmental-field-inspector-at-we-inspect-4120605298?position=35&pageNum=0&refId=0eDzCQycRwfelHQ7FXMHAw%3D%3D&trackingId=UXW4ZM7h7ATXSNL8XKcOCw%3D%3D,LinkedIn,"Chicago, IL"
Product Marketing Manager,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-marketing-manager-at-withme-inc-4120298967?position=37&pageNum=0&refId=0eDzCQycRwfelHQ7FXMHAw%3D%3D&trackingId=NFa74s92lkwQ5ux6gsMR1A%3D%3D,LinkedIn,"Chicago, IL"
General Application,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/general-application-at-withme-inc-4120605170?position=38&pageNum=0&refId=0eDzCQycRwfelHQ7FXMHAw%3D%3D&trackingId=j5NWL1Agssr0ULo26ttU6w%3D%3D,LinkedIn,"Chicago, IL"
Business Development Sales Executive - Hospitality,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/business-development-sales-executive-hospitality-at-withme-inc-4120602555?position=46&pageNum=0&refId=0eDzCQycRwfelHQ7FXMHAw%3D%3D&trackingId=Qz%2BYBBxzSiyxXaRWB9%2B69w%3D%3D,LinkedIn,"Chicago, IL"
Executive Assistant,Sourcebooks,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/executive-assistant-at-sourcebooks-4120604397?position=47&pageNum=0&refId=0eDzCQycRwfelHQ7FXMHAw%3D%3D&trackingId=SY5j%2F2yJDqpqCaReflOslw%3D%3D,LinkedIn,"Naperville, IL"
Product Manager,"Ulbrich Stainless Steels & Special Metals, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-manager-at-ulbrich-stainless-steels-special-metals-inc-4121282013?position=56&pageNum=0&refId=0eDzCQycRwfelHQ7FXMHAw%3D%3D&trackingId=YkbtBHUQFkQcJ9w7RF%2FmWw%3D%3D,LinkedIn,"Alsip, IL"
SMB Account Executive - Talent & Learning,LinkedIn,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/smb-account-executive-talent-learning-at-linkedin-4121271544?position=2&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=HHgPKYhTqmSNvPp3SCC1jw%3D%3D,LinkedIn,"Chicago, IL"
Personal Talent Assistant,Hallow,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/personal-talent-assistant-at-hallow-4121274509?position=4&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=kmKBuo%2FM4WOiaR4FbBfG2g%3D%3D,LinkedIn,United States
General Application,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/general-application-at-withme-inc-4120605170?position=5&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=elpbQ8QKTqgVmvnC%2F2m1oA%3D%3D,LinkedIn,"Chicago, IL"
Web Designer,World Headquarters,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/web-designer-at-world-headquarters-4121508779?position=6&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=raf%2BM4uEXtflFTx0UFQutQ%3D%3D,LinkedIn,"Chicago, IL"
SVP of Sales,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/svp-of-sales-at-withme-inc-4120602563?position=14&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=N%2By%2B4EYcwqTw%2F3rIs5ugUw%3D%3D,LinkedIn,"Chicago, IL"
"Part-time sitter vacancy for two middle schoolers and a dog near Chicago, IL",Wyndy,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/part-time-sitter-vacancy-for-two-middle-schoolers-and-a-dog-near-chicago-il-at-wyndy-4121128918?position=16&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=%2FunAthiWa5DH7irsqtJdvw%3D%3D,LinkedIn,"Chicago, IL"
Business Development Sales Executive - Hospitality,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/business-development-sales-executive-hospitality-at-withme-inc-4120602555?position=17&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=NESJdgMNTcqzl41V1vt35A%3D%3D,LinkedIn,"Chicago, IL"
Director of Quality,Pregis,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/director-of-quality-at-pregis-4121290272?position=21&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=UbGeMkNx0opUpW9EdvW8bQ%3D%3D,LinkedIn,Greater Chicago Area
Verification Specialist:  Internationally-Based Remote: (1099 Independent Contractor),KENTECH,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/verification-specialist-internationally-based-remote-1099-independent-contractor-at-kentech-4120665796?position=22&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=BuUmxyz%2FzwWDd6fnDwOpKw%3D%3D,LinkedIn,"Chicago, IL"
Product Marketing Manager,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-marketing-manager-at-withme-inc-4120298967?position=23&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=wCxqaOm0Kl2jLAwCxe7Uog%3D%3D,LinkedIn,"Chicago, IL"
Executive Assistant,Sourcebooks,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/executive-assistant-at-sourcebooks-4120604397?position=24&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=7ynuvuH4rGjlcDiUU52wxA%3D%3D,LinkedIn,"Naperville, IL"
Guest Experience Specialist,MUSEUM OF ICE CREAM,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/guest-experience-specialist-at-museum-of-ice-cream-4121500794?position=26&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=EbVCnvrKwfnp3JQQO9436w%3D%3D,LinkedIn,"Chicago, IL"
Online Digital Marketing Specialist,Erika4Travel,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/online-digital-marketing-specialist-at-erika4travel-4121139045?position=30&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=1VhJRh4Pre6esfGrZfuFSA%3D%3D,LinkedIn,"Illinois, United States"
Product Manager,"Ulbrich Stainless Steels & Special Metals, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-manager-at-ulbrich-stainless-steels-special-metals-inc-4121282013?position=36&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=Tbn%2BFJADho60rlDzrrjwXQ%3D%3D,LinkedIn,"Alsip, IL"
"Program Director, Primary Care Operations",Northwestern Medicine,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/program-director-primary-care-operations-at-northwestern-medicine-4120670107?position=37&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=WdYzqaBF69pqvkF%2FWNQLjg%3D%3D,LinkedIn,"Chicago, IL"
Environmental Field Inspector,We Inspect,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/environmental-field-inspector-at-we-inspect-4120605298?position=38&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=P5QDAydNkXRe5hytTLV75w%3D%3D,LinkedIn,"Chicago, IL"
"Practice Director, Workplace Wellness",NAMI Chicago,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/practice-director-workplace-wellness-at-nami-chicago-4120610110?position=40&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=FVJSmEx4NhEWj4b8R49VJg%3D%3D,LinkedIn,"Chicago, IL"
Accountant - Full Time Remote,SA Nurses Home Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/accountant-full-time-remote-at-sa-nurses-home-health-4121151686?position=42&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=6EM%2BALwiLXz1y2T8QSjGrQ%3D%3D,LinkedIn,"Chicago, IL"
Client Experience Specialist,Travel by Tilly,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/client-experience-specialist-at-travel-by-tilly-4121137820?position=47&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=tztJp8GHnWZiLYRpObaUNw%3D%3D,LinkedIn,"Chicago, IL"
Consumer Insights Analyst - Food and Drink,Mintel,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/consumer-insights-analyst-food-and-drink-at-mintel-4121257722?position=54&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=8joGCohrxI9%2FoZiwm4w36A%3D%3D,LinkedIn,"Chicago, IL"
Chief Revenue Officer,Lumata Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/chief-revenue-officer-at-lumata-health-4121209704?position=57&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=RphELWZ%2BqZEDTKw3o2zlvw%3D%3D,LinkedIn,"Elk Grove Village, IL"
Verification Specialist: Internationally-Based Remote: (1099 Independent Contractor),KENTECH,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/verification-specialist-internationally-based-remote-1099-independent-contractor-at-kentech-4121224921?position=58&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=mfdwF0OLZdDxlX60mj68Fg%3D%3D,LinkedIn,"Chicago, IL"
Marketing Manager,Lumata Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/marketing-manager-at-lumata-health-4121190999?position=59&pageNum=0&refId=6qf2lnIctUfcx7RLhsY%2BcA%3D%3D&trackingId=GYgmSKiOUe0JzQ5rhLFgGA%3D%3D,LinkedIn,"Elk Grove Village, IL"
SMB Account Executive - Talent & Learning,LinkedIn,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/smb-account-executive-talent-learning-at-linkedin-4121271544?position=2&pageNum=0&refId=RHoKxwVEjgFRS%2BXEEu6frA%3D%3D&trackingId=mVQpDMJHLEWd8ABiQexxPQ%3D%3D,LinkedIn,"Chicago, IL"
"****-**** ****** ******* *** *** ****** ********* *** * *** **** *******, **",*****,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/part-time-sitter-vacancy-for-two-middle-schoolers-and-a-dog-near-chicago-il-at-wyndy-4121128918?position=4&pageNum=0&refId=RHoKxwVEjgFRS%2BXEEu6frA%3D%3D&trackingId=T8AzGNADVi3OXSLb%2BgU9GQ%3D%3D,LinkedIn,"*******, **"
******* ***********,"******, ***.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/general-application-at-withme-inc-4120605170?position=5&pageNum=0&refId=RHoKxwVEjgFRS%2BXEEu6frA%3D%3D&trackingId=CIyAj%2BW6ibo55tdHsAvIVQ%3D%3D,LinkedIn,"*******, **"
*** ** *****,"******, ***.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/svp-of-sales-at-withme-inc-4120602563?position=6&pageNum=0&refId=RHoKxwVEjgFRS%2BXEEu6frA%3D%3D&trackingId=hfYCUpUd33KlehQBpB45Cw%3D%3D,LinkedIn,"*******, **"
******** ****** *********,******,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/personal-talent-assistant-at-hallow-4121274509?position=7&pageNum=0&refId=RHoKxwVEjgFRS%2BXEEu6frA%3D%3D&trackingId=79DN3TEb2JW3AEl1zrIkWg%3D%3D,LinkedIn,****** ******
SMB Account Executive - Talent & Learning,LinkedIn,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/smb-account-executive-talent-learning-at-linkedin-4121271544?position=2&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=Kso4Z3kS96ufyrPShj%2Blqw%3D%3D,LinkedIn,"Chicago, IL"
Personal Talent Assistant,Hallow,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/personal-talent-assistant-at-hallow-4121274509?position=4&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=Oc6P686MzQ%2F3YOyhnWl1MA%3D%3D,LinkedIn,United States
"Part-time sitter vacancy for two middle schoolers and a dog near Chicago, IL",Wyndy,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/part-time-sitter-vacancy-for-two-middle-schoolers-and-a-dog-near-chicago-il-at-wyndy-4121128918?position=5&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=1KwkxGxbIS%2B50qIjKESLOg%3D%3D,LinkedIn,"Chicago, IL"
General Application,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/general-application-at-withme-inc-4120605170?position=6&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=ezxYxT3p9q2DXE8MtCRULw%3D%3D,LinkedIn,"Chicago, IL"
Web Designer,World Headquarters,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/web-designer-at-world-headquarters-4121508779?position=7&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=SWj5aLbMCgvirFgn6kblaw%3D%3D,LinkedIn,"Chicago, IL"
Graphic Designer,OMI Industries,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/graphic-designer-at-omi-industries-4120959524?position=8&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=pblVEcIylQ3FRi4SUwNNag%3D%3D,LinkedIn,"Palatine, IL"
SVP of Sales,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/svp-of-sales-at-withme-inc-4120602563?position=16&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=UfX5UQ2WXa6jZ4CZl%2FCFdQ%3D%3D,LinkedIn,"Chicago, IL"
Business Development Sales Executive - Hospitality,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/business-development-sales-executive-hospitality-at-withme-inc-4120602555?position=18&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=LJ3Sus9O2cUQL7HvdahiuQ%3D%3D,LinkedIn,"Chicago, IL"
Director of Quality,Pregis,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/director-of-quality-at-pregis-4121290272?position=22&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=zHpRyB%2BkqfDtJQ0mJUCkJA%3D%3D,LinkedIn,Greater Chicago Area
Verification Specialist:  Internationally-Based Remote: (1099 Independent Contractor),KENTECH,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/verification-specialist-internationally-based-remote-1099-independent-contractor-at-kentech-4120665796?position=23&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=O2MMrHBjo0QWA%2B468CysQw%3D%3D,LinkedIn,"Chicago, IL"
Product Marketing Manager,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-marketing-manager-at-withme-inc-4120298967?position=24&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=Hm61agFb4S7hYozMHOm%2FgQ%3D%3D,LinkedIn,"Chicago, IL"
Executive Assistant,Sourcebooks,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/executive-assistant-at-sourcebooks-4120604397?position=26&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=MDg9tzwcYkyc2femoIfpXQ%3D%3D,LinkedIn,"Naperville, IL"
Guest Experience Specialist,MUSEUM OF ICE CREAM,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/guest-experience-specialist-at-museum-of-ice-cream-4121500794?position=28&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=9YugSJQlfOBajOuvsKUxEA%3D%3D,LinkedIn,"Chicago, IL"
Online Digital Marketing Specialist,Erika4Travel,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/online-digital-marketing-specialist-at-erika4travel-4121139045?position=33&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=sgXBxgA8OMnUsajMbuKpjA%3D%3D,LinkedIn,"Illinois, United States"
Client Experience Specialist,Travel by Tilly,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/client-experience-specialist-at-travel-by-tilly-4121137820?position=39&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=uEneLzozZgAvC0sdb55DHw%3D%3D,LinkedIn,"Chicago, IL"
Product Manager,"Ulbrich Stainless Steels & Special Metals, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-manager-at-ulbrich-stainless-steels-special-metals-inc-4121282013?position=41&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=Cs67aJUuxmUcwTrb%2F9eUCw%3D%3D,LinkedIn,"Alsip, IL"
"Program Director, Primary Care Operations",Northwestern Medicine,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/program-director-primary-care-operations-at-northwestern-medicine-4120670107?position=42&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=otGNlTSqI5qqWd2LPMt4%2Fg%3D%3D,LinkedIn,"Chicago, IL"
Environmental Field Inspector,We Inspect,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/environmental-field-inspector-at-we-inspect-4120605298?position=43&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=nCykUVvzH2ZrqUXrdAmDPw%3D%3D,LinkedIn,"Chicago, IL"
"Practice Director, Workplace Wellness",NAMI Chicago,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/practice-director-workplace-wellness-at-nami-chicago-4120610110?position=45&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=IlZ%2F8H6iWEqUZ5wUgsr9XQ%3D%3D,LinkedIn,"Chicago, IL"
Accountant - Full Time Remote,SA Nurses Home Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/accountant-full-time-remote-at-sa-nurses-home-health-4121151686?position=47&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=dSH7z7UMQvgARK7t5LQSPQ%3D%3D,LinkedIn,"Chicago, IL"
Consumer Insights Analyst - Food and Drink,Mintel,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/consumer-insights-analyst-food-and-drink-at-mintel-4121257722?position=58&pageNum=0&refId=YCwu1whvIioME2BgP6w4eA%3D%3D&trackingId=esAEYxRegLRmTJXFNPdBPA%3D%3D,LinkedIn,"Chicago, IL"
